data,responsável,temperatura
segunda - 24/04/2023 11:45,Fernando,23.1
segunda - 24/04/2023 12:00,Fernando,23.08
segunda - 24/04/2023 12:15,Fernando,23.34
segunda - 24/04/2023 12:30,Fernando,23.28
segunda - 24/04/2023 12:45,Fernando,23.48
segunda - 24/04/2023 13:00,Fernando,24.07
segunda - 24/04/2023 13:15,Fernando,24.31
segunda - 24/04/2023 13:30,Fernando,24.02
segunda - 24/04/2023 13:45,Fernando,24.59
segunda - 24/04/2023 14:00,Fernando,24.64
segunda - 24/04/2023 14:15,Fernando,24.52
segunda - 24/04/2023 14:30,Fernando,24.73
segunda - 24/04/2023 14:45,Fernando,24.63
segunda - 24/04/2023 15:00,Fernando,24.91
segunda - 24/04/2023 15:15,Fernando,24.76
segunda - 24/04/2023 15:30,Fernando,24.8
segunda - 24/04/2023 15:45,Fernando,25.04
segunda - 24/04/2023 16:00,Júlia,25.04
segunda - 24/04/2023 16:15,Júlia,25.62
segunda - 24/04/2023 16:30,Júlia,24.92
segunda - 24/04/2023 16:45,Júlia,24.9
segunda - 24/04/2023 17:00,Júlia,24.88
segunda - 24/04/2023 17:15,Júlia,24.6
segunda - 24/04/2023 17:30,Júlia,24.83
segunda - 24/04/2023 17:45,Júlia,24.13
segunda - 24/04/2023 18:00,Júlia,24.22
segunda - 24/04/2023 18:15,Júlia,24.3
segunda - 24/04/2023 18:30,Júlia,23.81
segunda - 24/04/2023 18:45,Júlia,23.64
segunda - 24/04/2023 19:00,Júlia,23.3
segunda - 24/04/2023 19:15,Júlia,23.94
segunda - 24/04/2023 19:30,Júlia,23.33
segunda - 24/04/2023 19:45,Júlia,22.85
segunda - 24/04/2023 20:00,Júlia,22.86
segunda - 24/04/2023 20:15,Júlia,22.57
segunda - 24/04/2023 20:30,Júlia,21.93
segunda - 24/04/2023 20:45,Júlia,22.32
segunda - 24/04/2023 21:00,Júlia,21.7
segunda - 24/04/2023 21:15,Júlia,21.62
segunda - 24/04/2023 21:30,Júlia,21.3
segunda - 24/04/2023 21:45,Júlia,21.22
segunda - 24/04/2023 22:00,Júlia,20.54
segunda - 24/04/2023 22:15,Júlia,20.43
segunda - 24/04/2023 22:30,Júlia,20.28
segunda - 24/04/2023 22:45,Júlia,19.74
segunda - 24/04/2023 23:00,Júlia,19.6
segunda - 24/04/2023 23:15,Júlia,19.75
segunda - 24/04/2023 23:30,Júlia,18.85
segunda - 24/04/2023 23:45,Júlia,19.08
terça - 25/04/2023 00:00,Letícia,19.68
terça - 25/04/2023 00:15,Letícia,19.41
terça - 25/04/2023 00:30,Letícia,19.52
terça - 25/04/2023 00:45,Letícia,19.34
terça - 25/04/2023 01:00,Letícia,19.16
terça - 25/04/2023 01:15,Letícia,18.51
terça - 25/04/2023 01:30,Letícia,18.94
terça - 25/04/2023 01:45,Letícia,18.68
terça - 25/04/2023 02:00,Letícia,
terça - 25/04/2023 02:15,Letícia,18.26
terça - 25/04/2023 02:30,Letícia,18.3
terça - 25/04/2023 02:45,Letícia,18.33
terça - 25/04/2023 03:00,Letícia,18.44
terça - 25/04/2023 03:15,Letícia,18.02
terça - 25/04/2023 03:30,Letícia,18.13
terça - 25/04/2023 03:45,Letícia,17.99
terça - 25/04/2023 04:00,Letícia,18.18
terça - 25/04/2023 04:15,Letícia,18.12
terça - 25/04/2023 04:30,Letícia,18.17
terça - 25/04/2023 04:45,Letícia,18.03
terça - 25/04/2023 05:00,Letícia,17.94
terça - 25/04/2023 05:15,Letícia,18.48
terça - 25/04/2023 05:30,Letícia,18.18
terça - 25/04/2023 05:45,Letícia,18.6
terça - 25/04/2023 06:00,Letícia,18.83
terça - 25/04/2023 06:15,Letícia,18.8
terça - 25/04/2023 06:30,Letícia,18.94
terça - 25/04/2023 06:45,Letícia,18.93
terça - 25/04/2023 07:00,Letícia,19.0
terça - 25/04/2023 07:15,Letícia,19.59
terça - 25/04/2023 07:30,Letícia,19.8
terça - 25/04/2023 07:45,Letícia,19.46
terça - 25/04/2023 08:00,Marcela,20.26
terça - 25/04/2023 08:15,Marcela,
terça - 25/04/2023 08:30,Marcela,20.88
terça - 25/04/2023 08:45,Marcela,20.72
terça - 25/04/2023 09:00,Marcela,21.26
terça - 25/04/2023 09:15,Marcela,21.56
terça - 25/04/2023 09:30,Marcela,21.5
terça - 25/04/2023 09:45,Marcela,21.44
terça - 25/04/2023 10:00,Marcela,21.7
terça - 25/04/2023 10:15,Marcela,22.7
terça - 25/04/2023 10:30,Marcela,22.72
terça - 25/04/2023 10:45,Marcela,22.72
terça - 25/04/2023 11:00,Marcela,22.77
terça - 25/04/2023 11:15,Marcela,22.76
terça - 25/04/2023 11:30,Marcela,23.66
terça - 25/04/2023 11:45,Marcela,23.97
terça - 25/04/2023 12:00,Marcela,24.25
terça - 25/04/2023 12:15,Marcela,24.17
terça - 25/04/2023 12:30,Marcela,24.46
terça - 25/04/2023 12:45,Marcela,24.71
terça - 25/04/2023 13:00,Marcela,25.23
terça - 25/04/2023 13:15,Marcela,25.43
terça - 25/04/2023 13:30,Marcela,25.33
terça - 25/04/2023 13:45,Marcela,25.29
terça - 25/04/2023 14:00,Marcela,25.49
terça - 25/04/2023 14:15,Marcela,
terça - 25/04/2023 14:30,Marcela,25.85
terça - 25/04/2023 14:45,Marcela,25.95
terça - 25/04/2023 15:00,Marcela,26.21
terça - 25/04/2023 15:15,Marcela,25.97
terça - 25/04/2023 15:30,Marcela,26.31
terça - 25/04/2023 15:45,Marcela,25.6
terça - 25/04/2023 16:00,Rafael,25.86
terça - 25/04/2023 16:15,Rafael,25.89
terça - 25/04/2023 16:30,Rafael,25.95
terça - 25/04/2023 16:45,Rafael,26.1
terça - 25/04/2023 17:00,Rafael,25.46
terça - 25/04/2023 17:15,Rafael,25.81
terça - 25/04/2023 17:30,Rafael,25.77
terça - 25/04/2023 17:45,Rafael,25.56
terça - 25/04/2023 18:00,Rafael,25.26
terça - 25/04/2023 18:15,Rafael,25.18
terça - 25/04/2023 18:30,Rafael,25.18
terça - 25/04/2023 18:45,Rafael,24.71
terça - 25/04/2023 19:00,Rafael,24.78
terça - 25/04/2023 19:15,Rafael,24.5
terça - 25/04/2023 19:30,Rafael,24.53
terça - 25/04/2023 19:45,Rafael,24.22
terça - 25/04/2023 20:00,Rafael,23.9
terça - 25/04/2023 20:15,Rafael,23.85
terça - 25/04/2023 20:30,Rafael,23.42
terça - 25/04/2023 20:45,Rafael,22.97
terça - 25/04/2023 21:00,Rafael,22.82
terça - 25/04/2023 21:15,Rafael,22.68
terça - 25/04/2023 21:30,Rafael,22.15
terça - 25/04/2023 21:45,Rafael,21.92
terça - 25/04/2023 22:00,Rafael,21.67
terça - 25/04/2023 22:15,Rafael,21.62
terça - 25/04/2023 22:30,Rafael,20.96
terça - 25/04/2023 22:45,Rafael,20.99
terça - 25/04/2023 23:00,Rafael,20.93
terça - 25/04/2023 23:15,Rafael,20.41
terça - 25/04/2023 23:30,Rafael,
terça - 25/04/2023 23:45,Rafael,
quarta - 26/04/2023 00:00,Fábio,17.87
quarta - 26/04/2023 00:15,Fábio,17.67
quarta - 26/04/2023 00:30,Fábio,17.48
quarta - 26/04/2023 00:45,Fábio,17.19
quarta - 26/04/2023 01:00,Fábio,17.05
quarta - 26/04/2023 01:15,Fábio,17.2
quarta - 26/04/2023 01:30,Fábio,16.78
quarta - 26/04/2023 01:45,Fábio,16.59
quarta - 26/04/2023 02:00,Fábio,16.75
quarta - 26/04/2023 02:15,Fábio,16.05
quarta - 26/04/2023 02:30,Fábio,16.45
quarta - 26/04/2023 02:45,Fábio,16.08
quarta - 26/04/2023 03:00,Fábio,16.52
quarta - 26/04/2023 03:15,Fábio,16.3
quarta - 26/04/2023 03:30,Fábio,15.8
quarta - 26/04/2023 03:45,Fábio,15.91
quarta - 26/04/2023 04:00,Fábio,16.06
quarta - 26/04/2023 04:15,Fábio,16.36
quarta - 26/04/2023 04:30,Fábio,
quarta - 26/04/2023 04:45,Fábio,15.95
quarta - 26/04/2023 05:00,Fábio,16.25
quarta - 26/04/2023 05:15,Fábio,16.42
quarta - 26/04/2023 05:30,Fábio,16.13
quarta - 26/04/2023 05:45,Fábio,16.27
quarta - 26/04/2023 06:00,Fábio,16.58
quarta - 26/04/2023 06:15,Fábio,16.88
quarta - 26/04/2023 06:30,Fábio,17.03
quarta - 26/04/2023 06:45,Fábio,16.78
quarta - 26/04/2023 07:00,Fábio,17.3
quarta - 26/04/2023 07:15,Fábio,17.55
quarta - 26/04/2023 07:30,Fábio,17.7
quarta - 26/04/2023 07:45,Fábio,17.5
quarta - 26/04/2023 08:00,Fernando,18.28
quarta - 26/04/2023 08:15,Fernando,18.57
quarta - 26/04/2023 08:30,Fernando,18.83
quarta - 26/04/2023 08:45,Fernando,19.02
quarta - 26/04/2023 09:00,Fernando,18.79
quarta - 26/04/2023 09:15,Fernando,19.91
quarta - 26/04/2023 09:30,Fernando,19.81
quarta - 26/04/2023 09:45,Fernando,19.64
quarta - 26/04/2023 10:00,Fernando,19.7
quarta - 26/04/2023 10:15,Fernando,20.31
quarta - 26/04/2023 10:30,Fernando,20.55
quarta - 26/04/2023 10:45,Fernando,20.75
quarta - 26/04/2023 11:00,Fernando,21.09
quarta - 26/04/2023 11:15,Fernando,21.42
quarta - 26/04/2023 11:30,Fernando,21.81
quarta - 26/04/2023 11:45,Fernando,21.61
quarta - 26/04/2023 12:00,Fernando,22.28
quarta - 26/04/2023 12:15,Fernando,22.7
quarta - 26/04/2023 12:30,Fernando,22.9
quarta - 26/04/2023 12:45,Fernando,22.42
quarta - 26/04/2023 13:00,Fernando,23.23
quarta - 26/04/2023 13:15,Fernando,23.11
quarta - 26/04/2023 13:30,Fernando,23.28
quarta - 26/04/2023 13:45,Fernando,23.26
quarta - 26/04/2023 14:00,Fernando,23.47
quarta - 26/04/2023 14:15,Fernando,23.62
quarta - 26/04/2023 14:30,Fernando,23.99
quarta - 26/04/2023 14:45,Fernando,23.84
quarta - 26/04/2023 15:00,Fernando,24.19
quarta - 26/04/2023 15:15,Fernando,24.2
quarta - 26/04/2023 15:30,Fernando,23.87
quarta - 26/04/2023 15:45,Fernando,23.93
quarta - 26/04/2023 16:00,Júlia,24.08
quarta - 26/04/2023 16:15,Júlia,23.96
quarta - 26/04/2023 16:30,Júlia,23.71
quarta - 26/04/2023 16:45,Júlia,23.98
quarta - 26/04/2023 17:00,Júlia,23.9
quarta - 26/04/2023 17:15,Júlia,23.29
quarta - 26/04/2023 17:30,Júlia,
quarta - 26/04/2023 17:45,Júlia,23.29
quarta - 26/04/2023 18:00,Júlia,23.7
quarta - 26/04/2023 18:15,Júlia,22.98
quarta - 26/04/2023 18:30,Júlia,22.86
quarta - 26/04/2023 18:45,Júlia,22.88
quarta - 26/04/2023 19:00,Júlia,22.73
quarta - 26/04/2023 19:15,Júlia,22.67
quarta - 26/04/2023 19:30,Júlia,22.67
quarta - 26/04/2023 19:45,Júlia,21.9
quarta - 26/04/2023 20:00,Júlia,22.2
quarta - 26/04/2023 20:15,Júlia,21.7
quarta - 26/04/2023 20:30,Júlia,21.06
quarta - 26/04/2023 20:45,Júlia,21.33
quarta - 26/04/2023 21:00,Júlia,20.97
quarta - 26/04/2023 21:15,Júlia,20.78
quarta - 26/04/2023 21:30,Júlia,20.24
quarta - 26/04/2023 21:45,Júlia,20.11
quarta - 26/04/2023 22:00,Júlia,19.8
quarta - 26/04/2023 22:15,Júlia,19.7
quarta - 26/04/2023 22:30,Júlia,19.18
quarta - 26/04/2023 22:45,Júlia,19.0
quarta - 26/04/2023 23:00,Júlia,18.55
quarta - 26/04/2023 23:15,Júlia,18.52
quarta - 26/04/2023 23:30,Júlia,18.08
quarta - 26/04/2023 23:45,Júlia,18.23
quinta - 27/04/2023 00:00,Letícia,18.09
quinta - 27/04/2023 00:15,Letícia,17.68
quinta - 27/04/2023 00:30,Letícia,17.61
quinta - 27/04/2023 00:45,Letícia,17.43
quinta - 27/04/2023 01:00,Letícia,17.02
quinta - 27/04/2023 01:15,Letícia,16.85
quinta - 27/04/2023 01:30,Letícia,16.53
quinta - 27/04/2023 01:45,Letícia,
quinta - 27/04/2023 02:00,Letícia,16.81
quinta - 27/04/2023 02:15,Letícia,16.25
quinta - 27/04/2023 02:30,Letícia,16.07
quinta - 27/04/2023 02:45,Letícia,16.07
quinta - 27/04/2023 03:00,Letícia,16.12
quinta - 27/04/2023 03:15,Letícia,16.1
quinta - 27/04/2023 03:30,Letícia,16.17
quinta - 27/04/2023 03:45,Letícia,15.85
quinta - 27/04/2023 04:00,Letícia,15.81
quinta - 27/04/2023 04:15,Letícia,
quinta - 27/04/2023 04:30,Letícia,15.92
quinta - 27/04/2023 04:45,Letícia,15.88
quinta - 27/04/2023 05:00,Letícia,15.83
quinta - 27/04/2023 05:15,Letícia,16.45
quinta - 27/04/2023 05:30,Letícia,15.82
quinta - 27/04/2023 05:45,Letícia,16.45
quinta - 27/04/2023 06:00,Letícia,16.65
quinta - 27/04/2023 06:15,Letícia,16.75
quinta - 27/04/2023 06:30,Letícia,17.15
quinta - 27/04/2023 06:45,Letícia,17.21
quinta - 27/04/2023 07:00,Letícia,17.14
quinta - 27/04/2023 07:15,Letícia,17.43
quinta - 27/04/2023 07:30,Letícia,17.66
quinta - 27/04/2023 07:45,Letícia,17.85
quinta - 27/04/2023 08:00,Marcela,18.47
quinta - 27/04/2023 08:15,Marcela,18.26
quinta - 27/04/2023 08:30,Marcela,18.46
quinta - 27/04/2023 08:45,Marcela,18.88
quinta - 27/04/2023 09:00,Marcela,18.74
quinta - 27/04/2023 09:15,Marcela,19.21
quinta - 27/04/2023 09:30,Marcela,19.45
quinta - 27/04/2023 09:45,Marcela,20.07
quinta - 27/04/2023 10:00,Marcela,20.13
quinta - 27/04/2023 10:15,Marcela,20.41
quinta - 27/04/2023 10:30,Marcela,20.52
quinta - 27/04/2023 10:45,Marcela,21.25
quinta - 27/04/2023 11:00,Marcela,20.82
quinta - 27/04/2023 11:15,Marcela,21.29
quinta - 27/04/2023 11:30,Marcela,21.56
quinta - 27/04/2023 11:45,Marcela,22.11
quinta - 27/04/2023 12:00,Marcela,22.51
quinta - 27/04/2023 12:15,Marcela,22.11
quinta - 27/04/2023 12:30,Marcela,22.23
quinta - 27/04/2023 12:45,Marcela,22.5
quinta - 27/04/2023 13:00,Marcela,23.12
quinta - 27/04/2023 13:15,Marcela,22.86
quinta - 27/04/2023 13:30,Marcela,
quinta - 27/04/2023 13:45,Marcela,
quinta - 27/04/2023 14:00,Marcela,23.45
quinta - 27/04/2023 14:15,Marcela,23.71
quinta - 27/04/2023 14:30,Marcela,23.75
quinta - 27/04/2023 14:45,Marcela,23.91
quinta - 27/04/2023 15:00,Marcela,23.66
quinta - 27/04/2023 15:15,Marcela,24.26
quinta - 27/04/2023 15:30,Marcela,23.85
quinta - 27/04/2023 15:45,Marcela,23.51
quinta - 27/04/2023 16:00,Rafael,24.21
quinta - 27/04/2023 16:15,Rafael,24.13
quinta - 27/04/2023 16:30,Rafael,24.0
quinta - 27/04/2023 16:45,Rafael,23.78
quinta - 27/04/2023 17:00,Rafael,23.97
quinta - 27/04/2023 17:15,Rafael,23.91
quinta - 27/04/2023 17:30,Rafael,23.82
quinta - 27/04/2023 17:45,Rafael,
quinta - 27/04/2023 18:00,Rafael,23.21
quinta - 27/04/2023 18:15,Rafael,23.12
quinta - 27/04/2023 18:30,Rafael,23.1
quinta - 27/04/2023 18:45,Rafael,
quinta - 27/04/2023 19:00,Rafael,22.75
quinta - 27/04/2023 19:15,Rafael,22.82
quinta - 27/04/2023 19:30,Rafael,22.26
quinta - 27/04/2023 19:45,Rafael,22.04
quinta - 27/04/2023 20:00,Rafael,21.67
quinta - 27/04/2023 20:15,Rafael,21.47
quinta - 27/04/2023 20:30,Rafael,21.25
quinta - 27/04/2023 20:45,Rafael,21.08
quinta - 27/04/2023 21:00,Rafael,20.68
quinta - 27/04/2023 21:15,Rafael,20.57
quinta - 27/04/2023 21:30,Rafael,20.25
quinta - 27/04/2023 21:45,Rafael,19.97
quinta - 27/04/2023 22:00,Rafael,19.87
quinta - 27/04/2023 22:15,Rafael,19.54
quinta - 27/04/2023 22:30,Rafael,19.14
quinta - 27/04/2023 22:45,Rafael,18.71
quinta - 27/04/2023 23:00,Rafael,18.64
quinta - 27/04/2023 23:15,Rafael,18.55
quinta - 27/04/2023 23:30,Rafael,18.34
quinta - 27/04/2023 23:45,Rafael,18.11
sexta - 28/04/2023 00:00,Fábio,19.87
sexta - 28/04/2023 00:15,Fábio,18.86
sexta - 28/04/2023 00:30,Fábio,19.24
sexta - 28/04/2023 00:45,Fábio,18.84
sexta - 28/04/2023 01:00,Fábio,18.67
sexta - 28/04/2023 01:15,Fábio,18.0
sexta - 28/04/2023 01:30,Fábio,17.8
sexta - 28/04/2023 01:45,Fábio,18.03
sexta - 28/04/2023 02:00,Fábio,17.61
sexta - 28/04/2023 02:15,Fábio,17.27
sexta - 28/04/2023 02:30,Fábio,17.15
sexta - 28/04/2023 02:45,Fábio,17.46
sexta - 28/04/2023 03:00,Fábio,16.95
sexta - 28/04/2023 03:15,Fábio,17.12
sexta - 28/04/2023 03:30,Fábio,17.13
sexta - 28/04/2023 03:45,Fábio,17.23
sexta - 28/04/2023 04:00,Fábio,17.22
sexta - 28/04/2023 04:15,Fábio,16.64
sexta - 28/04/2023 04:30,Fábio,17.25
sexta - 28/04/2023 04:45,Fábio,17.15
sexta - 28/04/2023 05:00,Fábio,17.33
sexta - 28/04/2023 05:15,Fábio,17.2
sexta - 28/04/2023 05:30,Fábio,17.49
sexta - 28/04/2023 05:45,Fábio,17.62
sexta - 28/04/2023 06:00,Fábio,17.46
sexta - 28/04/2023 06:15,Fábio,17.7
sexta - 28/04/2023 06:30,Fábio,17.72
sexta - 28/04/2023 06:45,Fábio,18.61
sexta - 28/04/2023 07:00,Fábio,18.29
sexta - 28/04/2023 07:15,Fábio,18.7
sexta - 28/04/2023 07:30,Fábio,18.9
sexta - 28/04/2023 07:45,Fábio,19.36
sexta - 28/04/2023 08:00,Fernando,19.7
sexta - 28/04/2023 08:15,Fernando,19.71
sexta - 28/04/2023 08:30,Fernando,20.08
sexta - 28/04/2023 08:45,Fernando,20.39
sexta - 28/04/2023 09:00,Fernando,20.77
sexta - 28/04/2023 09:15,Fernando,21.04
sexta - 28/04/2023 09:30,Fernando,21.57
sexta - 28/04/2023 09:45,Fernando,21.82
sexta - 28/04/2023 10:00,Fernando,22.32
sexta - 28/04/2023 10:15,Fernando,22.82
sexta - 28/04/2023 10:30,Fernando,22.75
sexta - 28/04/2023 10:45,Fernando,23.34
sexta - 28/04/2023 11:00,Fernando,23.39
sexta - 28/04/2023 11:15,Fernando,23.93
sexta - 28/04/2023 11:30,Fernando,24.11
sexta - 28/04/2023 11:45,Fernando,24.33
sexta - 28/04/2023 12:00,Fernando,24.56
sexta - 28/04/2023 12:15,Fernando,24.82
sexta - 28/04/2023 12:30,Fernando,25.12
sexta - 28/04/2023 12:45,Fernando,25.03
sexta - 28/04/2023 13:00,Fernando,25.53
sexta - 28/04/2023 13:15,Fernando,26.01
sexta - 28/04/2023 13:30,Fernando,25.7
sexta - 28/04/2023 13:45,Fernando,26.16
sexta - 28/04/2023 14:00,Fernando,26.32
sexta - 28/04/2023 14:15,Fernando,26.94
sexta - 28/04/2023 14:30,Fernando,26.49
sexta - 28/04/2023 14:45,Fernando,26.9
sexta - 28/04/2023 15:00,Fernando,26.91
sexta - 28/04/2023 15:15,Fernando,27.14
sexta - 28/04/2023 15:30,Fernando,26.81
sexta - 28/04/2023 15:45,Fernando,27.23
sexta - 28/04/2023 16:00,Júlia,26.91
sexta - 28/04/2023 16:15,Júlia,27.01
sexta - 28/04/2023 16:30,Júlia,26.95
sexta - 28/04/2023 16:45,Júlia,26.64
sexta - 28/04/2023 17:00,Júlia,26.72
sexta - 28/04/2023 17:15,Júlia,26.23
sexta - 28/04/2023 17:30,Júlia,26.37
sexta - 28/04/2023 17:45,Júlia,26.38
sexta - 28/04/2023 18:00,Júlia,26.13
sexta - 28/04/2023 18:15,Júlia,25.97
sexta - 28/04/2023 18:30,Júlia,25.83
sexta - 28/04/2023 18:45,Júlia,25.36
sexta - 28/04/2023 19:00,Júlia,25.6
sexta - 28/04/2023 19:15,Júlia,25.53
sexta - 28/04/2023 19:30,Júlia,25.0
sexta - 28/04/2023 19:45,Júlia,24.18
sexta - 28/04/2023 20:00,Júlia,24.51
sexta - 28/04/2023 20:15,Júlia,24.13
sexta - 28/04/2023 20:30,Júlia,23.64
sexta - 28/04/2023 20:45,Júlia,23.09
sexta - 28/04/2023 21:00,Júlia,23.3
sexta - 28/04/2023 21:15,Júlia,22.92
sexta - 28/04/2023 21:30,Júlia,22.9
sexta - 28/04/2023 21:45,Júlia,21.82
sexta - 28/04/2023 22:00,Júlia,21.65
sexta - 28/04/2023 22:15,Júlia,21.16
sexta - 28/04/2023 22:30,Júlia,21.17
sexta - 28/04/2023 22:45,Júlia,20.65
sexta - 28/04/2023 23:00,Júlia,20.57
sexta - 28/04/2023 23:15,Júlia,20.12
sexta - 28/04/2023 23:30,Júlia,19.67
sexta - 28/04/2023 23:45,Júlia,19.38
sábado - 29/04/2023 00:00,Fábio,18.42
sábado - 29/04/2023 00:15,Fábio,18.15
sábado - 29/04/2023 00:30,Fábio,18.15
sábado - 29/04/2023 00:45,Fábio,
sábado - 29/04/2023 01:00,Fábio,17.37
sábado - 29/04/2023 01:15,Fábio,
sábado - 29/04/2023 01:30,Fábio,16.87
sábado - 29/04/2023 01:45,Fábio,16.85
sábado - 29/04/2023 02:00,Fábio,16.73
sábado - 29/04/2023 02:15,Fábio,16.45
sábado - 29/04/2023 02:30,Fábio,16.25
sábado - 29/04/2023 02:45,Fábio,16.15
sábado - 29/04/2023 03:00,Fábio,16.1
sábado - 29/04/2023 03:15,Fábio,16.09
sábado - 29/04/2023 03:30,Fábio,15.99
sábado - 29/04/2023 03:45,Fábio,15.92
sábado - 29/04/2023 04:00,Fábio,16.29
sábado - 29/04/2023 04:15,Fábio,16.11
sábado - 29/04/2023 04:30,Fábio,16.09
sábado - 29/04/2023 04:45,Fábio,16.08
sábado - 29/04/2023 05:00,Fábio,
sábado - 29/04/2023 05:15,Fábio,16.15
sábado - 29/04/2023 05:30,Fábio,16.8
sábado - 29/04/2023 05:45,Fábio,16.55
sábado - 29/04/2023 06:00,Fábio,16.89
sábado - 29/04/2023 06:15,Fábio,16.7
sábado - 29/04/2023 06:30,Fábio,16.93
sábado - 29/04/2023 06:45,Fábio,17.46
sábado - 29/04/2023 07:00,Fábio,17.42
sábado - 29/04/2023 07:15,Fábio,17.5
sábado - 29/04/2023 07:30,Fábio,18.29
sábado - 29/04/2023 07:45,Fábio,18.37
sábado - 29/04/2023 08:00,Fábio,18.45
sábado - 29/04/2023 08:15,Fábio,18.98
sábado - 29/04/2023 08:30,Fábio,19.42
sábado - 29/04/2023 08:45,Fábio,19.52
sábado - 29/04/2023 09:00,Fábio,19.95
sábado - 29/04/2023 09:15,Fábio,20.01
sábado - 29/04/2023 09:30,Fábio,20.61
sábado - 29/04/2023 09:45,Fábio,20.94
sábado - 29/04/2023 10:00,Fábio,21.03
sábado - 29/04/2023 10:15,Fábio,21.42
sábado - 29/04/2023 10:30,Fábio,21.63
sábado - 29/04/2023 10:45,Fábio,22.14
sábado - 29/04/2023 11:00,Fábio,22.33
sábado - 29/04/2023 11:15,Fábio,22.58
sábado - 29/04/2023 11:30,Fábio,22.98
sábado - 29/04/2023 11:45,Fábio,23.24
sábado - 29/04/2023 12:00,Fernando,23.61
sábado - 29/04/2023 12:15,Fernando,24.22
sábado - 29/04/2023 12:30,Fernando,24.62
sábado - 29/04/2023 12:45,Fernando,24.57
sábado - 29/04/2023 13:00,Fernando,24.48
sábado - 29/04/2023 13:15,Fernando,25.05
sábado - 29/04/2023 13:30,Fernando,24.78
sábado - 29/04/2023 13:45,Fernando,25.29
sábado - 29/04/2023 14:00,Fernando,25.68
sábado - 29/04/2023 14:15,Fernando,25.8
sábado - 29/04/2023 14:30,Fernando,25.76
sábado - 29/04/2023 14:45,Fernando,25.99
sábado - 29/04/2023 15:00,Fernando,25.66
sábado - 29/04/2023 15:15,Fernando,25.61
sábado - 29/04/2023 15:30,Fernando,26.13
sábado - 29/04/2023 15:45,Fernando,26.35
sábado - 29/04/2023 16:00,Fernando,26.38
sábado - 29/04/2023 16:15,Fernando,26.03
sábado - 29/04/2023 16:30,Fernando,26.11
sábado - 29/04/2023 16:45,Fernando,25.45
sábado - 29/04/2023 17:00,Fernando,25.2
sábado - 29/04/2023 17:15,Fernando,24.95
sábado - 29/04/2023 17:30,Fernando,24.7
sábado - 29/04/2023 17:45,Fernando,24.45
sábado - 29/04/2023 18:00,Fernando,24.2
sábado - 29/04/2023 18:15,Fernando,23.95
sábado - 29/04/2023 18:30,Fernando,23.7
sábado - 29/04/2023 18:45,Fernando,23.45
sábado - 29/04/2023 19:00,Fernando,23.2
sábado - 29/04/2023 19:15,Fernando,22.95
sábado - 29/04/2023 19:30,Fernando,22.7
sábado - 29/04/2023 19:45,Fernando,22.45
sábado - 29/04/2023 20:00,Fernando,22.2
sábado - 29/04/2023 20:15,Fernando,21.95
sábado - 29/04/2023 20:30,Fernando,21.7
sábado - 29/04/2023 20:45,Fernando,21.45
sábado - 29/04/2023 21:00,Fernando,21.2
sábado - 29/04/2023 21:15,Fernando,20.95
sábado - 29/04/2023 21:30,Fernando,20.7
sábado - 29/04/2023 21:45,Fernando,20.45
sábado - 29/04/2023 22:00,Fernando,20.2
sábado - 29/04/2023 22:15,Fernando,19.95
sábado - 29/04/2023 22:30,Fernando,19.7
sábado - 29/04/2023 22:45,Fernando,19.45
sábado - 29/04/2023 23:00,Fernando,19.2
sábado - 29/04/2023 23:15,Fernando,18.95
sábado - 29/04/2023 23:30,Fernando,18.7
sábado - 29/04/2023 23:45,Fernando,18.45
domingo - 30/04/2023 00:00,Júlia,19.31
domingo - 30/04/2023 00:15,Júlia,18.93
domingo - 30/04/2023 00:30,Júlia,18.06
domingo - 30/04/2023 00:45,Júlia,18.45
domingo - 30/04/2023 01:00,Júlia,
domingo - 30/04/2023 01:15,Júlia,18.15
domingo - 30/04/2023 01:30,Júlia,17.72
domingo - 30/04/2023 01:45,Júlia,17.62
domingo - 30/04/2023 02:00,Júlia,17.48
domingo - 30/04/2023 02:15,Júlia,17.56
domingo - 30/04/2023 02:30,Júlia,17.52
domingo - 30/04/2023 02:45,Júlia,17.13
domingo - 30/04/2023 03:00,Júlia,16.9
domingo - 30/04/2023 03:15,Júlia,16.97
domingo - 30/04/2023 03:30,Júlia,17.09
domingo - 30/04/2023 03:45,Júlia,17.05
domingo - 30/04/2023 04:00,Júlia,17.19
domingo - 30/04/2023 04:15,Júlia,17.02
domingo - 30/04/2023 04:30,Júlia,17.1
domingo - 30/04/2023 04:45,Júlia,17.35
domingo - 30/04/2023 05:00,Júlia,16.86
domingo - 30/04/2023 05:15,Júlia,17.51
domingo - 30/04/2023 05:30,Júlia,16.86
domingo - 30/04/2023 05:45,Júlia,17.36
domingo - 30/04/2023 06:00,Júlia,17.45
domingo - 30/04/2023 06:15,Júlia,17.65
domingo - 30/04/2023 06:30,Júlia,17.7
domingo - 30/04/2023 06:45,Júlia,17.9
domingo - 30/04/2023 07:00,Júlia,18.1
domingo - 30/04/2023 07:15,Júlia,18.81
domingo - 30/04/2023 07:30,Júlia,18.8
domingo - 30/04/2023 07:45,Júlia,19.02
domingo - 30/04/2023 08:00,Júlia,19.34
domingo - 30/04/2023 08:15,Júlia,19.21
domingo - 30/04/2023 08:30,Júlia,19.53
domingo - 30/04/2023 08:45,Júlia,19.82
